,UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Failure Type
9071,9072,L56251,297.0,308.1,1429,54.0,138,No Failure
9072,9073,H38486,297.2,308.1,1770,27.2,140,No Failure
9073,9074,L56253,297.2,308.1,1689,31.2,145,No Failure
9074,9075,M23934,297.2,308.1,1554,41.3,147,No Failure
9075,9076,L56255,297.3,308.1,1506,36.0,150,No Failure
9076,9077,L56256,297.2,308.1,1474,44.3,152,No Failure
9077,9078,L56257,297.3,308.1,1762,26.1,154,No Failure
9078,9079,L56258,297.3,308.1,1566,35.7,156,No Failure
9079,9080,H38493,297.3,308.1,1554,42.4,158,No Failure
9080,9081,L56260,297.2,308.0,1869,25.4,163,No Failure
9081,9082,L56261,297.3,308.0,1527,35.1,165,No Failure
9082,9083,L56262,297.2,307.9,1309,49.6,167,No Failure
9083,9084,M23943,297.2,307.9,1541,35.7,169,No Failure
9084,9085,L56264,297.2,307.9,1326,75.4,172,Power Failure
9085,9086,H38499,297.1,307.9,1365,54.0,174,No Failure
9086,9087,L56266,297.1,307.8,1428,43.7,179,No Failure
9087,9088,L56267,297.1,307.8,1681,27.6,181,No Failure
9088,9089,M23948,297.1,307.9,1662,26.9,183,No Failure
9089,9090,L56269,297.2,307.9,1989,20.3,186,No Failure
9090,9091,M23950,297.2,307.9,1747,29.0,188,No Failure
9091,9092,M23951,297.2,308.0,1765,31.1,191,No Failure
9092,9093,L56272,297.3,308.1,1568,34.4,194,No Failure
9093,9094,M23953,297.3,308.1,1709,30.6,196,No Failure
9094,9095,M23954,297.3,308.1,1370,58.8,199,No Failure
9095,9096,L56275,297.3,308.1,1458,45.7,202,No Failure
9096,9097,L56276,297.2,308.1,1712,30.9,204,No Failure
9097,9098,L56277,297.3,308.1,1642,36.9,206,No Failure
9098,9099,L56278,297.3,308.1,1468,49.8,0,No Failure
9099,9100,H38513,297.3,308.1,1477,52.3,2,No Failure
9100,9101,L56280,297.3,308.2,1446,53.5,7,No Failure
9101,9102,H38515,297.3,308.2,1653,31.4,9,No Failure
9102,9103,L56282,297.3,308.3,1494,38.2,14,No Failure
9103,9104,L56283,297.3,308.2,1490,41.0,16,No Failure
9104,9105,M23964,297.4,308.3,1550,47.8,18,No Failure
9105,9106,M23965,297.3,308.2,1677,34.9,21,No Failure
9106,9107,L56286,297.4,308.3,1854,21.8,24,No Failure
9107,9108,M23967,297.5,308.5,1662,30.3,26,No Failure
9108,9109,M23968,297.5,308.6,1440,38.8,29,No Failure
9109,9110,L56289,297.5,308.6,1513,39.7,32,No Failure
9110,9111,M23970,297.6,308.6,1389,49.0,34,No Failure
9111,9112,L56291,297.6,308.6,1351,51.0,37,No Failure
9112,9113,M23972,297.6,308.6,1482,38.3,39,No Failure
9113,9114,L56293,297.6,308.6,1744,28.5,42,No Failure
9114,9115,L56294,297.6,308.7,1476,39.0,44,No Failure
9115,9116,M23975,297.6,308.6,1444,48.2,46,No Failure
9116,9117,H38530,297.6,308.7,1659,32.1,49,No Failure
9117,9118,M23977,297.6,308.7,1475,46.6,54,No Failure
9118,9119,L56298,297.6,308.6,1526,42.1,57,No Failure
9119,9120,M23979,297.4,308.4,1675,29.5,59,No Failure
9120,9121,L56300,297.4,308.4,1525,38.7,62,No Failure
9121,9122,L56301,297.3,308.3,1396,45.9,64,No Failure
9122,9123,L56302,297.4,308.4,1580,41.2,66,No Failure
9123,9124,L56303,297.4,308.5,1462,42.8,68,No Failure
9124,9125,L56304,297.4,308.4,1426,50.4,70,No Failure
9125,9126,L56305,297.4,308.5,1569,34.2,72,No Failure
9126,9127,L56306,297.4,308.5,1477,40.7,74,No Failure
9127,9128,L56307,297.4,308.5,1761,27.2,76,No Failure
9128,9129,M23988,297.5,308.6,1486,45.9,78,No Failure
9129,9130,L56309,297.6,308.6,1664,30.1,81,No Failure
9130,9131,L56310,297.6,308.6,1576,32.7,83,No Failure
9131,9132,H38545,297.6,308.6,1463,46.7,85,No Failure
9132,9133,M23992,297.6,308.6,1585,42.0,90,No Failure
9133,9134,L56313,297.7,308.7,1479,45.7,93,No Failure
9134,9135,L56314,297.7,308.7,1449,40.2,95,No Failure
9135,9136,H38549,297.7,308.8,1404,50.3,97,No Failure
9136,9137,L56316,297.7,308.7,1694,29.1,102,No Failure
9137,9138,L56317,297.7,308.7,1731,28.4,104,No Failure
9138,9139,L56318,297.6,308.6,1522,37.0,106,No Failure
9139,9140,L56319,297.5,308.5,1536,36.9,108,No Failure
9140,9141,L56320,297.5,308.5,1373,39.9,110,No Failure
9141,9142,L56321,297.5,308.5,1597,36.4,112,No Failure
9142,9143,L56322,297.6,308.5,1678,34.2,114,No Failure
9143,9144,L56323,297.6,308.5,1452,42.6,116,No Failure
9144,9145,M24004,297.5,308.5,1447,41.6,118,No Failure
9145,9146,L56325,297.6,308.5,1574,37.1,121,No Failure
9146,9147,L56326,297.6,308.6,1528,40.0,123,No Failure
9147,9148,L56327,297.7,308.7,1688,27.2,125,No Failure
9148,9149,L56328,297.6,308.6,1393,40.4,127,No Failure
9149,9150,M24009,297.5,308.6,1429,50.5,129,No Failure
9150,9151,M24010,297.5,308.6,1347,57.0,132,No Failure
9151,9152,L56331,297.6,308.6,1553,40.5,135,No Failure
9152,9153,L56332,297.5,308.6,1260,53.6,137,No Failure
9153,9154,L56333,297.5,308.6,1546,33.8,139,No Failure
9154,9155,L56334,297.5,308.6,1596,36.0,141,No Failure
9155,9156,L56335,297.5,308.5,1340,57.4,143,No Failure
9156,9157,M24016,297.5,308.4,1369,54.8,145,No Failure
9157,9158,L56337,297.5,308.5,1462,52.3,148,No Failure
9158,9159,H38572,297.4,308.4,1487,46.2,150,No Failure
9159,9160,M24019,297.5,308.6,1510,35.5,155,No Failure
9160,9161,H38574,297.5,308.5,1671,28.0,158,No Failure
9161,9162,M24021,297.5,308.5,1612,30.0,163,No Failure
9162,9163,M24022,297.6,308.6,1509,39.7,166,No Failure
9163,9164,L56343,297.6,308.6,1415,47.3,169,No Failure
9164,9165,L56344,297.6,308.6,2384,14.4,171,No Failure
9165,9166,L56345,297.6,308.6,1326,62.4,173,No Failure
9166,9167,M24026,297.6,308.6,1390,53.4,175,No Failure
9167,9168,M24027,297.6,308.7,1392,41.2,178,No Failure
9168,9169,H38582,297.6,308.8,1385,44.4,181,No Failure
9169,9170,L56349,297.7,308.8,1896,24.5,186,No Failure
9170,9171,L56350,297.7,308.7,1474,46.8,188,No Failure
9171,9172,M24031,297.7,308.8,1388,45.6,190,No Failure
9172,9173,L56352,297.7,308.9,1715,27.2,193,No Failure
9173,9174,H38587,297.8,308.9,1650,32.2,195,No Failure
9174,9175,L56354,297.8,308.9,1871,25.6,200,Tool Wear Failure
9175,9176,L56355,297.8,309.0,1403,64.2,0,Power Failure
9176,9177,L56356,297.8,308.9,1518,40.4,2,No Failure
9177,9178,L56357,297.9,309.1,1504,43.0,4,No Failure
9178,9179,L56358,297.8,309.0,1340,56.9,6,No Failure
9179,9180,H38593,297.9,309.1,1435,44.7,8,No Failure
9180,9181,L56360,297.9,309.1,1507,36.9,13,No Failure
9181,9182,L56361,297.9,309.1,1521,36.1,15,No Failure
9182,9183,M24042,297.8,309.0,1576,45.0,17,No Failure
9183,9184,L56363,297.9,309.1,1543,36.6,20,No Failure
9184,9185,L56364,298.0,309.2,1665,36.6,22,No Failure
9185,9186,L56365,297.9,309.1,1442,50.3,24,No Failure
9186,9187,L56366,297.9,309.0,1629,29.0,26,No Failure
9187,9188,L56367,297.9,309.0,1379,47.3,28,No Failure
9188,9189,L56368,297.9,309.0,1502,40.2,30,No Failure
9189,9190,L56369,297.9,309.1,1595,32.0,32,No Failure
9190,9191,M24050,298.0,309.0,1439,38.5,34,No Failure
9191,9192,M24051,297.9,309.0,1970,21.6,37,No Failure
9192,9193,L56372,297.9,309.0,1562,35.8,40,No Failure
9193,9194,M24053,297.9,309.0,1530,40.9,42,No Failure
9194,9195,L56374,297.9,308.9,1393,40.6,45,No Failure
9195,9196,L56375,297.9,309.0,1532,37.6,47,No Failure
9196,9197,L56376,298.0,308.9,1607,37.7,49,No Failure
9197,9198,M24057,297.9,308.8,1469,49.0,51,No Failure
9198,9199,M24058,297.9,308.8,1538,37.6,54,No Failure
9199,9200,L56379,297.9,308.8,1613,31.4,57,No Failure
9200,9201,M24060,297.9,308.8,1602,32.1,59,No Failure
9201,9202,L56381,297.8,308.7,1404,44.2,62,No Failure
9202,9203,L56382,297.8,308.8,1548,36.9,64,No Failure
9203,9204,L56383,297.8,308.8,1559,35.2,66,No Failure
9204,9205,L56384,297.8,308.8,1621,36.1,68,No Failure
9205,9206,L56385,297.8,308.8,1579,32.9,70,No Failure
9206,9207,M24066,297.9,308.9,1547,44.0,72,No Failure
9207,9208,L56387,297.9,308.8,1386,48.6,75,No Failure
9208,9209,L56388,298.0,308.9,1406,40.9,77,No Failure
9209,9210,M24069,298.0,309.0,1393,55.9,79,No Failure
9210,9211,M24070,297.9,309.0,2456,13.9,82,No Failure
9211,9212,M24071,298.0,309.0,1409,49.1,85,No Failure
9212,9213,L56392,298.0,308.9,1390,53.9,88,No Failure
9213,9214,L56393,298.0,309.0,1679,32.4,90,No Failure
9214,9215,L56394,298.0,308.9,1508,37.1,92,No Failure
9215,9216,L56395,297.9,308.8,1681,31.7,94,No Failure
9216,9217,H38630,297.7,308.8,1469,43.7,96,No Failure
9217,9218,L56397,297.8,308.8,1421,49.6,101,No Failure
9218,9219,L56398,297.7,308.8,1354,50.2,103,No Failure
9219,9220,M24079,297.7,308.8,1350,57.0,105,No Failure
9220,9221,L56400,297.8,308.9,1282,58.1,108,No Failure
9221,9222,M24081,297.8,309.0,1675,30.0,110,No Failure
9222,9223,M24082,297.9,309.0,1525,38.5,113,No Failure
9223,9224,L56403,297.9,309.0,1382,43.9,116,No Failure
9224,9225,L56404,297.9,309.0,1450,46.8,118,No Failure
9225,9226,L56405,298.0,309.1,1820,23.6,120,No Failure
9226,9227,L56406,298.0,309.1,1822,23.5,122,No Failure
9227,9228,L56407,298.0,309.1,1473,44.3,124,No Failure
9228,9229,M24088,298.1,309.1,1572,37.5,126,No Failure
9229,9230,M24089,298.1,309.0,2042,17.8,129,No Failure
9230,9231,L56410,298.2,309.2,1922,22.6,132,No Failure
9231,9232,L56411,298.2,309.1,1539,36.5,134,No Failure
9232,9233,L56412,298.2,309.1,1350,52.0,136,No Failure
9233,9234,L56413,298.3,309.1,1403,45.1,138,No Failure
9234,9235,L56414,298.3,309.1,1904,20.3,140,No Failure
9235,9236,M24095,298.2,308.9,1592,35.2,142,No Failure
9236,9237,L56416,298.1,308.7,1556,31.6,145,No Failure
9237,9238,M24097,298.1,308.8,1811,25.4,147,No Failure
9238,9239,M24098,298.2,308.8,1456,41.2,150,No Failure
9239,9240,H38653,298.2,308.8,1436,51.9,153,No Failure
9240,9241,M24100,298.1,308.7,1362,49.6,158,No Failure
9241,9242,L56421,298.1,308.7,1683,29.1,161,No Failure
9242,9243,M24102,298.2,308.7,1269,60.9,163,No Failure
9243,9244,L56423,298.3,308.8,1454,49.0,166,No Failure
9244,9245,L56424,298.3,308.8,1767,27.3,168,No Failure
9245,9246,L56425,298.3,308.9,1708,27.3,170,No Failure
9246,9247,L56426,298.3,308.9,1862,27.0,172,No Failure
9247,9248,L56427,298.3,308.9,1695,30.7,174,No Failure
9248,9249,M24108,298.3,309.1,1488,40.6,176,No Failure
9249,9250,L56429,298.3,309.0,1657,32.2,179,No Failure
9250,9251,H38664,298.3,309.0,1823,25.9,181,No Failure
9251,9252,M24111,298.2,309.1,1651,28.8,186,No Failure
9252,9253,M24112,298.1,309.0,1533,36.1,189,No Failure
9253,9254,M24113,298.2,309.0,1508,40.5,192,No Failure
9254,9255,L56434,298.3,309.1,1616,31.1,195,No Failure
9255,9256,L56435,298.2,309.0,1651,31.5,197,No Failure
9256,9257,L56436,298.2,309.1,1569,35.2,199,No Failure
9257,9258,M24117,298.3,309.1,1296,58.7,201,No Failure
9258,9259,H38672,298.3,309.0,1379,43.2,0,No Failure
9259,9260,M24119,298.2,309.0,1694,28.0,5,No Failure
9260,9261,L56440,298.2,309.0,1377,57.8,8,No Failure
9261,9262,H38675,298.3,309.0,1470,38.4,10,No Failure
9262,9263,M24122,298.3,309.1,1404,47.0,15,No Failure
9263,9264,L56443,298.3,309.1,1593,40.1,18,No Failure
9264,9265,M24124,298.3,309.0,1526,36.9,20,No Failure
9265,9266,M24125,298.3,308.9,1390,49.7,23,No Failure
9266,9267,L56446,298.2,308.9,1737,25.5,26,No Failure
9267,9268,L56447,298.2,308.8,1362,57.3,28,No Failure
9268,9269,L56448,298.2,308.8,1666,31.5,30,No Failure
9269,9270,L56449,298.2,308.8,1354,60.9,32,No Failure
9270,9271,L56450,298.2,308.8,1302,60.4,34,No Failure
9271,9272,L56451,298.2,308.7,1991,20.5,36,No Failure
9272,9273,L56452,298.2,308.6,1353,54.1,38,No Failure
9273,9274,H38687,298.2,308.7,1520,35.7,40,No Failure
9274,9275,L56454,298.2,308.7,1428,54.9,45,No Failure
9275,9276,L56455,298.2,308.7,1605,29.4,47,No Failure
9276,9277,L56456,298.1,308.7,1691,30.3,49,No Failure
9277,9278,L56457,298.2,308.7,1447,48.4,51,No Failure
9278,9279,H38692,298.2,308.8,1606,39.9,53,No Failure
9279,9280,M24139,298.2,308.8,1645,28.2,58,No Failure
9280,9281,H38694,298.2,308.8,1470,43.3,61,No Failure
9281,9282,L56461,298.2,308.9,1336,45.0,66,No Failure
9282,9283,M24142,298.2,308.9,1414,44.3,68,No Failure
9283,9284,M24143,298.3,309.0,1802,27.5,71,No Failure
9284,9285,L56464,298.2,308.9,1683,31.7,74,No Failure
9285,9286,M24145,298.2,309.0,1410,47.6,76,No Failure
9286,9287,L56466,298.2,308.9,1605,32.0,79,No Failure
9287,9288,L56467,298.2,308.9,1709,28.1,81,No Failure
9288,9289,L56468,298.2,308.9,1444,53.1,83,No Failure
9289,9290,L56469,298.2,308.9,1367,45.0,85,No Failure
9290,9291,L56470,298.2,309.0,1418,44.2,87,No Failure
9291,9292,L56471,298.2,309.0,1353,57.8,89,No Failure
9292,9293,L56472,298.2,309.0,1643,34.1,91,No Failure
9293,9294,L56473,298.3,309.1,1437,38.0,93,No Failure
9294,9295,L56474,298.1,309.0,1437,36.2,95,No Failure
9295,9296,M24155,298.2,309.0,1413,47.9,97,No Failure
9296,9297,H38710,298.2,309.0,1524,39.1,100,No Failure
9297,9298,M24157,298.1,308.9,1479,43.4,105,No Failure
9298,9299,L56478,298.1,308.9,1313,50.6,108,No Failure
9299,9300,M24159,298.1,308.9,1335,50.4,110,No Failure
9300,9301,L56480,298.1,308.9,1367,41.9,113,No Failure
9301,9302,M24161,298.1,308.9,1459,50.3,115,No Failure
9302,9303,M24162,298.1,308.9,1804,25.1,118,No Failure
9303,9304,L56483,298.2,309.0,1491,38.3,121,No Failure
9304,9305,L56484,298.3,309.1,1537,43.0,123,No Failure
9305,9306,H38719,298.3,309.1,1646,30.2,125,No Failure
9306,9307,M24166,298.3,309.2,1783,28.3,130,No Failure
9307,9308,L56487,298.3,309.1,1395,49.8,133,No Failure
9308,9309,L56488,298.4,309.1,1423,48.0,135,No Failure
9309,9310,L56489,298.3,309.2,1562,37.6,137,No Failure
9310,9311,L56490,298.4,309.3,1549,40.8,139,No Failure
9311,9312,L56491,298.4,309.4,1540,43.2,141,No Failure
9312,9313,H38726,298.5,309.4,1573,33.6,143,No Failure
9313,9314,L56493,298.5,309.4,1418,45.1,148,No Failure
9314,9315,M24174,298.5,309.4,1565,33.7,150,No Failure
9315,9316,L56495,298.5,309.5,1569,41.0,153,No Failure
9316,9317,H38730,298.5,309.4,1417,41.2,155,No Failure
9317,9318,L56497,298.5,309.5,1480,38.1,160,No Failure
9318,9319,L56498,298.5,309.4,1364,44.5,162,No Failure
9319,9320,L56499,298.5,309.4,1911,21.5,164,No Failure
9320,9321,L56500,298.4,309.3,1409,43.1,166,No Failure
9321,9322,L56501,298.4,309.2,1335,53.5,168,No Failure
9322,9323,M24182,298.5,309.3,1512,38.1,170,No Failure
9323,9324,L56503,298.6,309.4,1447,40.2,173,No Failure
9324,9325,L56504,298.6,309.3,1537,37.6,175,No Failure
9325,9326,M24185,298.6,309.3,1510,40.8,177,No Failure
9326,9327,L56506,298.6,309.3,1677,31.2,180,No Failure
9327,9328,L56507,298.5,309.2,1504,33.7,182,No Failure
9328,9329,H38742,298.5,309.1,2051,19.0,184,No Failure
9329,9330,L56509,298.5,309.1,1474,41.3,189,No Failure
9330,9331,M24190,298.4,309.0,1507,36.1,191,No Failure
9331,9332,L56511,298.4,308.9,1496,37.9,194,No Failure
9332,9333,M24192,298.5,309.0,1921,22.0,196,No Failure
9333,9334,L56513,298.5,309.0,1450,40.5,199,No Failure
9334,9335,L56514,298.4,308.9,1402,44.8,201,No Failure
9335,9336,L56515,298.4,308.9,1501,50.0,203,No Failure
9336,9337,L56516,298.5,308.9,1725,31.9,205,No Failure
9337,9338,H38751,298.5,308.9,1500,40.3,207,No Failure
9338,9339,H38752,298.5,309.0,1531,30.8,212,No Failure
9339,9340,L56519,298.5,309.0,1458,44.8,217,No Failure
9340,9341,H38754,298.4,308.9,1577,37.1,0,No Failure
9341,9342,M24201,298.3,308.9,1363,46.1,5,No Failure
9342,9343,H38756,298.3,308.9,1706,31.8,8,No Failure
9343,9344,M24203,298.3,308.8,1391,50.4,13,No Failure
9344,9345,L56524,298.2,308.8,1616,33.7,16,No Failure
9345,9346,L56525,298.2,308.8,1442,47.0,18,No Failure
9346,9347,M24206,298.2,308.8,1626,40.4,20,No Failure
9347,9348,M24207,298.2,308.7,1426,42.6,23,No Failure
9348,9349,L56528,298.2,308.7,1436,49.1,26,No Failure
9349,9350,M24209,298.2,308.7,1599,36.2,28,No Failure
9350,9351,L56530,298.2,308.7,2186,17.8,31,No Failure
9351,9352,L56531,298.3,308.8,1645,30.4,33,No Failure
9352,9353,L56532,298.2,308.7,1780,27.9,35,No Failure
9353,9354,L56533,298.2,308.8,1345,44.3,37,No Failure
9354,9355,M24214,298.2,308.8,1607,31.9,39,No Failure
9355,9356,L56535,298.3,308.9,1708,28.0,42,No Failure
9356,9357,L56536,298.3,308.9,1270,52.7,44,No Failure
9357,9358,M24217,298.3,308.9,1646,25.4,46,No Failure
9358,9359,L56538,298.2,308.7,1407,45.1,49,No Failure
9359,9360,M24219,298.1,308.7,1581,47.4,51,No Failure
9360,9361,L56540,298.0,308.6,1532,42.6,54,No Failure
9361,9362,L56541,298.0,308.6,1610,33.1,56,No Failure
9362,9363,M24222,298.0,308.5,1682,33.0,58,No Failure
9363,9364,L56543,297.9,308.5,1519,34.3,61,No Failure
9364,9365,L56544,297.9,308.5,1683,28.5,63,No Failure
9365,9366,M24225,298.0,308.6,1254,55.8,65,No Failure
9366,9367,L56546,298.0,308.5,1461,48.0,68,No Failure
9367,9368,L56547,297.9,308.5,1472,45.1,70,No Failure
9368,9369,L56548,297.7,308.4,1510,38.6,72,No Failure
9369,9370,M24229,297.7,308.3,1547,36.8,74,No Failure
9370,9371,H38784,297.7,308.4,1418,51.9,77,No Failure
9371,9372,L56551,297.7,308.4,1289,51.3,82,No Failure
9372,9373,L56552,297.7,308.4,1487,41.4,84,No Failure
9373,9374,L56553,297.7,308.5,1453,45.5,86,No Failure
9374,9375,M24234,297.8,308.5,1466,44.7,88,No Failure
9375,9376,H38789,297.7,308.4,1288,49.5,91,No Failure
9376,9377,H38790,297.7,308.4,1738,27.7,96,No Failure
9377,9378,H38791,297.7,308.3,1488,41.0,101,No Failure
9378,9379,L56558,297.6,308.3,1816,28.8,106,No Failure
9379,9380,L56559,297.5,308.2,1419,48.5,108,No Failure
9380,9381,L56560,297.4,308.1,1435,45.7,110,No Failure
9381,9382,M24241,297.5,308.1,1480,42.4,112,No Failure
9382,9383,L56562,297.5,308.2,1610,33.6,115,No Failure
9383,9384,H38797,297.5,308.1,1548,38.2,117,No Failure
9384,9385,M24244,297.6,308.1,1379,57.4,122,No Failure
9385,9386,M24245,297.5,308.1,1907,23.5,125,No Failure
9386,9387,M24246,297.5,308.0,2033,16.7,128,No Failure
9387,9388,H38801,297.4,307.9,1390,52.0,131,No Failure
9388,9389,M24248,297.5,307.9,1544,37.9,136,No Failure
9389,9390,L56569,297.6,308.0,1258,57.4,139,No Failure
9390,9391,M24250,297.5,308.0,1560,39.0,141,No Failure
9391,9392,H38805,297.6,308.2,2071,18.5,144,No Failure
9392,9393,L56572,297.6,308.1,1437,46.3,149,No Failure
9393,9394,H38807,297.7,308.2,1489,43.0,151,No Failure
9394,9395,L56574,297.7,308.2,1334,53.0,156,No Failure
9395,9396,L56575,297.7,308.2,1500,39.9,158,No Failure
9396,9397,L56576,297.8,308.3,1498,47.3,160,No Failure
9397,9398,M24257,297.7,308.2,1370,53.4,162,No Failure
9398,9399,H38812,297.7,308.2,1526,40.1,165,No Failure
9399,9400,L56579,297.8,308.3,1477,44.8,170,No Failure
9400,9401,L56580,297.7,308.2,1446,43.9,172,No Failure
9401,9402,M24261,297.7,308.2,1720,25.6,174,No Failure
9402,9403,L56582,297.7,308.1,1734,30.7,177,No Failure
9403,9404,L56583,297.7,308.1,1697,29.1,179,No Failure
9404,9405,L56584,297.7,308.2,2007,19.3,181,No Failure
9405,9406,M24265,297.7,308.1,1469,48.8,183,No Failure
9406,9407,M24266,297.7,308.1,2189,15.6,186,No Failure
9407,9408,L56587,297.8,308.3,1435,50.1,189,No Failure
9408,9409,H38822,297.9,308.4,1637,34.5,191,No Failure
9409,9410,L56589,298.0,308.5,1664,28.3,196,No Failure
9410,9411,M24270,298.0,308.5,1666,31.0,198,No Failure
9411,9412,L56591,298.0,308.5,1404,46.6,201,No Failure
9412,9413,L56592,298.0,308.5,1702,26.7,203,No Failure
9413,9414,L56593,298.1,308.6,1439,44.9,205,No Failure
9414,9415,L56594,298.1,308.6,1354,53.9,207,Overstrain Failure
9415,9416,M24275,298.2,308.7,1361,44.2,0,No Failure
9416,9417,M24276,298.1,308.5,1463,45.9,3,No Failure
9417,9418,H38831,298.1,308.4,1515,43.8,6,No Failure
9418,9419,L56598,298.0,308.4,1432,46.2,11,No Failure
9419,9420,L56599,298.0,308.4,1911,22.0,13,No Failure
9420,9421,L56600,298.0,308.4,1472,42.0,15,No Failure
9421,9422,M24281,298.1,308.5,1382,54.5,17,No Failure
9422,9423,L56602,298.1,308.5,1665,29.6,20,No Failure
9423,9424,L56603,298.1,308.5,1676,30.5,22,No Failure
9424,9425,M24284,298.0,308.5,1585,33.0,24,No Failure
9425,9426,M24285,298.1,308.6,1415,46.3,27,No Failure
9426,9427,L56606,298.1,308.7,1341,55.7,30,No Failure
9427,9428,L56607,298.2,308.8,1540,34.8,32,No Failure
9428,9429,H38842,298.2,308.8,1837,28.4,34,No Failure
9429,9430,L56609,298.2,308.8,1498,36.0,39,No Failure
9430,9431,L56610,298.1,308.7,1671,28.8,41,No Failure
9431,9432,L56611,298.0,308.6,1430,57.0,43,No Failure
9432,9433,L56612,298.0,308.7,1619,40.1,45,No Failure
9433,9434,M24293,298.0,308.7,1430,51.9,47,No Failure
9434,9435,L56614,298.0,308.6,1626,33.3,50,No Failure
9435,9436,L56615,298.0,308.7,1443,49.3,52,No Failure
9436,9437,L56616,298.0,308.6,1481,42.5,54,No Failure
9437,9438,M24297,298.1,308.7,1527,43.0,56,No Failure
9438,9439,M24298,298.1,308.7,1315,56.8,59,No Failure
9439,9440,M24299,298.1,308.8,1433,48.2,62,No Failure
9440,9441,M24300,298.1,308.8,1378,53.5,65,No Failure
9441,9442,L56621,298.1,308.8,1432,43.4,68,No Failure
9442,9443,M24302,298.1,308.8,1394,47.9,70,No Failure
9443,9444,H38857,298.0,308.8,1411,53.8,73,No Failure
9444,9445,L56624,298.1,308.9,2136,15.9,78,No Failure
9445,9446,M24305,298.2,309.0,1446,45.8,80,No Failure
9446,9447,H38860,298.1,308.9,1388,53.5,83,No Failure
9447,9448,M24307,298.1,308.9,1323,51.7,88,No Failure
9448,9449,L56628,298.2,309.0,1780,29.3,91,No Failure
9449,9450,M24309,298.1,308.8,1434,41.8,93,No Failure
9450,9451,M24310,298.0,308.7,1494,42.6,96,No Failure
9451,9452,H38865,298.0,308.7,1536,39.6,99,No Failure
9452,9453,M24312,298.0,308.7,1392,53.4,104,No Failure
9453,9454,H38867,298.2,309.0,1360,56.8,107,No Failure
9454,9455,L56634,298.4,309.2,1583,35.4,112,No Failure
9455,9456,L56635,298.5,309.2,1983,20.2,114,No Failure
9456,9457,L56636,298.5,309.3,1630,33.3,116,No Failure
9457,9458,M24317,298.5,309.3,1692,26.7,118,No Failure
9458,9459,L56638,298.4,309.1,1417,40.6,121,No Failure
9459,9460,L56639,298.4,309.1,1579,36.1,123,No Failure
9460,9461,M24320,298.4,309.2,1399,45.2,125,No Failure
9461,9462,M24321,298.4,309.2,1414,46.4,128,No Failure
9462,9463,L56642,298.5,309.3,1570,40.1,131,No Failure
9463,9464,M24323,298.5,309.3,1552,36.8,133,No Failure
9464,9465,L56644,298.6,309.4,1440,48.2,136,No Failure
9465,9466,M24325,298.6,309.4,1460,43.8,138,No Failure
9466,9467,L56646,298.6,309.4,1471,48.0,141,No Failure
9467,9468,L56647,298.6,309.3,1702,27.6,143,No Failure
9468,9469,L56648,298.6,309.4,1375,55.4,145,No Failure
9469,9470,L56649,298.6,309.4,1698,33.2,147,No Failure
9470,9471,H38884,298.6,309.4,1439,47.1,149,No Failure
9471,9472,M24331,298.6,309.4,1774,27.5,154,No Failure
9472,9473,M24332,298.7,309.4,1375,48.3,157,No Failure
9473,9474,L56653,298.7,309.5,1446,40.0,160,No Failure
9474,9475,M24334,298.7,309.6,1455,46.8,162,No Failure
9475,9476,L56655,298.8,309.6,1523,41.9,165,No Failure
9476,9477,M24336,298.8,309.6,1692,31.9,167,No Failure
9477,9478,M24337,298.8,309.6,1693,33.3,170,No Failure
